,ME,no_mwu
1,999991680,1000008320
2,999989000,1000011000
3,999980880,1000019120
4,999972520,1000027480
5,999981280,1000018720
6,999976240,1000023760
7,999986400,1000013600
8,999989360,1000010640
9,999992160,1000007840
10,999984200,1000015800
11,999994400,1000005600
12,999999320,1000000680
13,1000011720,999988280
14,1000012080,999987920
15,1000010480,999989520
16,1000034760,999965240
17,1000055440,999944560
18,1000047960,999952040
19,1000061840,999938160
20,1000059560,999940440
21,1000060160,999939840
22,1000069160,999930840
23,1000072720,999927280
24,1000070320,999929680
25,1000089680,999910320
26,1000091400,999908600
27,1000097560,999902440
28,1000103040,999896960
29,1000092600,999907400
30,1000106440,999893560
31,1000095000,999905000
32,1000097000,999903000
33,1000104960,999895040
34,1000095080,999904920
35,1000095960,999904040
36,1000096720,999903280
37,1000090760,999909240
38,1000088320,999911680
39,1000097440,999902560
40,1000095200,999904800
41,1000092920,999907080
42,1000083520,999916480
43,1000098840,999901160
44,1000086760,999913240
45,1000081320,999918680
46,1000070320,999929680
47,1000060000,999940000
48,1000059120,999940880
49,1000066080,999933920
50,1000056400,999943600
51,1000044760,999955240
52,1000042000,999958000
53,1000055800,999944200
54,1000054160,999945840
55,1000073560,999926440
56,1000055200,999944800
57,1000035880,999964120
58,1000033320,999966680
59,1000020640,999979360
60,1000033240,999966760
61,1000030720,999969280
62,1000030920,999969080
63,1000042520,999957480
64,1000043800,999956200
65,1000046400,999953600
66,1000042600,999957400
67,1000028760,999971240
68,1000029280,999970720
69,1000023920,999976080
70,1000044600,999955400
71,1000062080,999937920
72,1000063440,999936560
73,1000072960,999927040
74,1000086280,999913720
75,1000110000,999890000
76,1000116560,999883440
77,1000120960,999879040
78,1000111880,999888120
79,1000105720,999894280
80,1000080320,999919680
81,1000094720,999905280
82,1000073680,999926320
83,1000072800,999927200
84,1000062320,999937680
85,1000056640,999943360
86,1000062480,999937520
87,1000055160,999944840
88,1000061040,999938960
89,1000057040,999942960
90,1000054040,999945960
91,1000066720,999933280
92,1000071120,999928880
93,1000064240,999935760
94,1000069400,999930600
95,1000076560,999923440
96,1000056720,999943280
97,1000067120,999932880
98,1000045480,999954520
99,1000063760,999936240
100,1000059160,999940840
101,1000078640,999921360
102,1000072680,999927320
103,1000076160,999923840
104,1000078200,999921800
105,1000079080,999920920
106,1000077160,999922840
107,1000082880,999917120
108,1000077200,999922800
109,1000092560,999907440
110,1000084360,999915640
111,1000091080,999908920
112,1000071840,999928160
113,1000076880,999923120
114,1000083600,999916400
115,1000090160,999909840
116,1000075960,999924040
117,1000089640,999910360
118,1000098720,999901280
119,1000097680,999902320
120,1000095400,999904600
121,1000095760,999904240
122,1000092480,999907520
123,1000107320,999892680
124,1000099920,999900080
125,1000102120,999897880
126,1000112720,999887280
127,1000131000,999869000
128,1000122920,999877080
129,1000117280,999882720
130,1000102880,999897120
131,1000098840,999901160
132,1000093960,999906040
133,1000098720,999901280
134,1000093200,999906800
135,1000103200,999896800
136,1000108320,999891680
137,1000114280,999885720
138,1000112920,999887080
139,1000104120,999895880
140,1000115720,999884280
141,1000122360,999877640
142,1000119160,999880840
143,1000121640,999878360
144,1000117520,999882480
145,1000123440,999876560
146,1000143680,999856320
147,1000138480,999861520
148,1000149240,999850760
149,1000146080,999853920
150,1000141000,999859000
151,1000145000,999855000
152,1000151760,999848240
153,1000172840,999827160
154,1000152920,999847080
155,1000151960,999848040
156,1000139280,999860720
157,1000152520,999847480
158,1000155600,999844400
159,1000152280,999847720
160,1000156680,999843320
161,1000165880,999834120
162,1000154000,999846000
163,1000168800,999831200
164,1000178000,999822000
165,1000180440,999819560
166,1000187600,999812400
167,1000173920,999826080
168,1000164720,999835280
169,1000163760,999836240
170,1000147920,999852080
171,1000152040,999847960
172,1000158560,999841440
173,1000172280,999827720
174,1000194200,999805800
175,1000203120,999796880
176,1000178760,999821240
177,1000179240,999820760
178,1000159360,999840640
179,1000157840,999842160
180,1000155800,999844200
181,1000167320,999832680
182,1000174400,999825600
183,1000166880,999833120
184,1000169920,999830080
185,1000177840,999822160
186,1000193160,999806840
187,1000201480,999798520
188,1000204760,999795240
189,1000206360,999793640
190,1000199360,999800640
191,1000234880,999765120
192,1000230680,999769320
193,1000246760,999753240
194,1000237400,999762600
195,1000226520,999773480
196,1000230320,999769680
197,1000221560,999778440
198,1000202400,999797600
199,1000187120,999812880
200,1000188120,999811880
